Main Lines of Code,Logical Lines of Code,Number of committers,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of bugs
23,273,51,16,0,6,0
6,95,51,11,0,4,0
7,287,51,16,2,7,0
13,279,51,30,0,8,0
3,22,8,14,0,8,0
2,16,288,9,0,5,0
1,77,288,7,0,2,0
5,57,288,12,0,6,0
11,101,288,17,0,8,0
28,447,2053,42,2,8,0
63,657,15,35,2,10,0
4,192,288,42,0,9,0
8,114,2053,8,0,3,0
1,124,2899,15,2,6,0
6,82,288,14,0,5,0
11,103,51,15,0,6,0
6,79,288,15,0,5,0
14,117,288,15,0,5,0
17,152,288,8,0,4,0
2,58,288,37,0,9,0
1,24,288,3,0,2,0
1,13,288,3,0,2,0
1,15,288,3,0,2,0
1,22,288,3,0,2,0
1,44,51,6,0,4,0
1,41,51,6,0,4,0
1,38,288,3,0,2,0
1,9,288,3,0,2,0
1,9,51,5,0,4,0
7,35,51,7,2,5,0
1,5,51,7,2,5,0
1,15,288,12,0,7,0
1,10,288,11,0,5,0
16,161,288,48,4,9,7
1,36,15,16,0,11,0
2,15,288,19,0,7,0
1,50,288,9,0,7,0
2,27,288,15,0,8,0
1,51,288,9,0,7,0
3,48,288,27,0,8,2
22,205,15,107,1,13,7
1,31,288,40,3,7,0
52,495,1147,114,5,11,7
1,4,288,11,0,5,0
2,14,288,14,0,6,0
13,39,288,22,3,7,0
1,34,288,24,3,8,0
10,70,288,10,0,7,0
2,49,288,23,3,7,4
1,58,15,31,1,9,0
1,59,288,15,0,9,1
1,23,288,16,0,8,0
1,10,288,14,0,6,0
10,62,288,18,3,7,0
2,49,288,16,0,7,2
1,12,288,17,0,8,0
1,64,288,22,3,9,0
2,40,288,20,3,7,0
1,17,288,11,0,6,0
1,7,288,11,0,5,0
2,14,288,22,0,7,0
1,17,288,12,0,7,0
6,73,288,32,4,7,0
1,32,288,10,0,7,0
1,1,288,4,0,4,0
1,43,288,37,1,8,3
2,34,15,22,0,11,0
1,3,288,11,0,7,0
1,5,288,8,0,7,0
1,28,288,26,0,7,0
1,12,791,15,0,7,0
38,236,1147,66,2,11,4
1,15,791,20,0,6,1
3,44,1733,14,0,7,0
3,52,791,21,0,7,0
7,45,791,24,0,6,0
1,31,791,19,0,7,0
1,17,791,162,2,9,0
189,1028,791,173,4,12,7
15,91,791,8,0,6,2
15,87,1147,49,0,9,2
1,16,791,26,0,7,0
6,49,791,33,0,8,0
1,11,753,8,0,5,2
1,74,791,14,0,7,0
1,4,791,14,0,5,0
4,76,791,60,0,9,0
1,37,791,10,0,5,3
4,29,791,27,0,7,0
3,40,791,15,0,7,0
3,19,791,7,0,5,0
15,99,791,25,0,7,0
8,75,791,38,0,9,0
5,36,791,33,0,9,0
3,43,791,22,0,7,0
34,167,791,57,0,10,3
1,4,2899,1,0,1,0
21,155,791,47,0,11,0
23,120,791,25,0,8,2
1,1,791,2,0,2,0
14,86,1147,54,0,9,0
3,50,791,10,0,5,0
1,35,1733,27,0,7,2
7,27,791,13,0,6,0
97,437,15,74,0,11,2
1,49,15,14,0,6,0
1,7,2899,1,0,1,0
1,5,2899,1,0,1,0
3,23,1733,12,0,6,0
1,12,2053,5,0,2,0
1,1,15,8,0,4,0
1,13,753,7,0,3,0
1,54,2053,13,0,8,0
1,5,2899,1,0,1,0
1,35,288,17,0,7,0
18,342,15,53,0,11,0
1,7,2053,5,0,2,0
13,179,1147,16,0,7,1
3,52,1147,12,0,7,0
7,72,1147,21,0,7,0
1,44,1147,11,0,7,0
3,56,1147,19,0,7,0
1,17,1147,13,0,7,0
3,47,1147,12,0,7,0
3,38,1147,19,0,7,0
4,69,1147,19,0,7,0
42,287,1147,130,0,12,3
3,49,1147,11,0,7,0
1,262,1147,47,0,8,0
1,46,1147,18,0,9,0
1,37,1147,15,0,8,3
1,26,1147,10,0,7,0
8,78,1147,27,0,10,0
7,84,1147,27,0,10,0
1,185,1147,38,0,8,0
1,38,1147,13,0,7,0
3,58,1147,19,0,7,0
3,38,1147,13,0,7,0
10,123,1147,173,2,11,6
1,22,1147,12,0,7,0
1,37,1147,9,0,7,0
1,1,1147,3,0,3,0
7,76,1147,18,0,9,0
55,272,1733,23,1,9,0
2,92,2899,22,0,6,0
5,35,2899,21,0,7,0
3,76,2899,15,0,3,0
55,630,15,178,1,14,1
1,4,1733,9,0,4,0
10,57,1733,8,0,6,0
59,349,15,132,5,12,0
1,46,753,10,0,4,0
2,62,2899,15,0,3,1
1,23,2899,10,0,2,0
3,72,15,46,0,10,0
1,18,2899,4,0,2,0
3,32,2899,21,0,7,0
1,37,753,9,0,3,0
9,56,2899,18,0,7,0
1,4,753,2,0,2,0
4,25,1733,26,0,9,0
1,45,753,6,0,4,0
2,50,2899,14,0,3,1
1,20,2899,10,0,2,0
1,74,831,10,0,4,0
1,36,2053,7,0,2,0
1,37,2899,11,0,6,2
2,15,2899,10,0,3,0
2,38,2899,5,0,2,0
2,54,2899,16,0,5,1
1,13,2899,10,0,2,0
2,56,753,10,0,4,0
1,60,831,13,0,5,0
53,346,831,138,0,9,3
8,123,2899,9,0,2,0
2,45,2899,18,0,6,0
1,12,2899,8,0,2,0
2,111,15,50,0,15,0
1,31,2899,9,0,2,0
3,49,2899,26,0,6,2
1,12,2899,6,0,2,0
1,74,288,6,0,4,0
1,48,288,6,0,4,0
1,34,2899,6,0,3,0
4,82,2899,23,0,7,0
3,119,2899,40,0,7,0
2,47,2899,6,0,2,0
2,115,1733,31,1,8,0
1,30,2899,8,0,2,0
4,138,2899,37,0,9,0
1,1,2899,1,0,1,0
1,55,15,17,0,7,0
2,47,2899,7,0,2,0
1,13,2899,8,0,2,0
5,91,753,20,0,6,0
1,46,753,11,0,4,0
6,120,2899,70,1,7,0
3,48,2899,6,0,2,0
2,89,1733,33,0,6,0
1,30,2899,8,0,2,0
2,95,15,18,0,8,0
1,36,15,16,0,8,0
1,80,753,10,0,4,0
4,74,2899,25,0,7,0
1,18,2899,4,0,2,0
9,197,1733,41,4,8,0
2,53,1733,20,4,7,0
1,65,831,15,0,6,0
2,47,2899,5,0,4,0
2,15,2899,10,0,3,0
2,38,2899,5,0,2,0
2,57,1733,10,0,4,0
2,55,1733,9,0,5,0
3,62,288,23,0,7,0
5,71,753,34,0,7,0
9,79,2899,36,0,7,0
2,32,2899,5,0,2,0
3,32,2899,21,0,7,0
2,37,753,14,0,4,0
2,43,2899,18,0,6,0
1,12,2899,7,0,2,0
2,63,753,14,0,4,0
311,1184,15,316,7,16,7
1,18,1733,13,0,5,0
1,17,1733,12,0,4,0
1,15,2899,5,0,3,0
1,10,2899,5,0,3,0
1,9,2899,11,0,4,0
1,7,831,8,0,5,0
1,6,2899,5,0,3,0
1,7,2899,5,0,3,0
1,9,2899,3,0,2,0
1,9,15,24,0,9,0
1,9,15,28,3,9,0
1,35,2053,15,0,4,0
1,6,2899,6,0,3,0
1,9,2899,6,0,2,0
1,6,831,3,0,3,0
1,21,288,8,0,6,0
1,55,575,33,0,8,2
3,22,831,7,0,3,0
1,8,1118,8,0,1,0
1,13,2899,15,0,6,0
1,5,2899,10,0,4,0
1,30,2053,92,1,9,0
1,15,2899,2,0,1,0
1,49,15,136,0,11,0
1,4,831,8,0,5,0
1,6,2899,4,0,3,2
1,17,1733,28,0,7,0
1,15,1733,12,0,5,0
1,7,2899,21,0,6,0
1,9,1733,7,0,4,0
1,13,2899,4,0,3,0
1,8,831,27,0,7,0
1,5,831,18,0,7,0
1,36,2053,19,0,9,1
1,5,1733,5,0,4,0
1,4,2899,9,0,4,0
1,20,15,52,0,12,0
1,71,15,163,0,15,2
1,22,575,10,0,4,0
1,4,2053,8,0,3,0
1,34,15,24,1,7,3
1,17,831,22,0,7,0
1,4,2899,11,0,5,0
1,33,831,10,0,5,2
3,20,831,3,0,2,0
1,6,1118,6,0,1,0
1,9,2899,21,0,6,0
5,36,831,23,0,6,0
1,5,831,5,0,3,2
1,8,831,13,0,6,0
1,4,2899,13,0,6,0
1,9,1118,9,0,1,0
1,6,1118,3,0,1,0
1,9,1733,14,0,5,0
5,37,831,1,0,1,0
1,5,753,5,0,4,0
1,29,288,40,0,8,0
3,58,791,20,1,8,0
1,30,575,28,0,7,2
1,4,2053,6,0,3,0
1,12,15,6,0,5,0
4,50,575,29,0,8,0
1,7,831,17,0,6,0
1,22,2053,12,0,8,2
1,5,1118,8,0,2,0
4,79,831,10,0,5,0
1,7,2899,6,0,4,0
1,6,2899,7,0,4,0
1,35,831,42,0,6,0
1,11,575,8,0,3,0
1,17,575,6,0,2,0
1,1,2899,1,0,1,0
1,5,831,8,0,5,0
1,4,15,10,0,6,0
6,55,1733,10,0,5,0
1,4,2053,2,0,2,0
1,9,288,23,0,8,1
1,3,1733,3,0,3,0
1,13,2899,9,0,6,0
1,5,2899,4,0,3,0
1,22,15,24,0,8,0
1,8,2899,8,0,3,0
1,7,831,8,0,5,0
1,26,1147,33,0,7,0
1,11,2899,12,0,5,0
1,12,1733,19,0,5,0
1,7,831,8,0,5,0
31,523,1733,47,1,11,0
13,93,831,15,0,7,0
3,38,831,11,0,8,0
1,35,831,7,0,4,0
1,4,831,4,0,4,0
29,251,288,43,1,10,0
1,2,831,3,0,3,0
19,142,288,25,0,9,0
22,187,288,116,0,12,0
19,122,288,25,0,10,0
7,75,831,19,0,7,0
1,9,831,10,0,7,0
247,1395,791,153,1,14,0
2,71,288,31,3,9,0
1,18,429,32,0,9,0
7,77,288,21,0,9,0
1,45,1733,17,0,8,0
12,169,2053,91,3,10,0
2,17,429,20,0,7,0
8,98,288,21,0,9,0
4,33,288,22,0,8,0
5,46,288,27,0,10,2
48,514,288,89,0,10,2
3,29,429,40,0,10,0
1,1,288,4,0,4,0
2,54,288,30,0,10,0
1,22,429,10,0,7,0
1,9,1118,8,0,4,0
1,25,791,7,0,4,0
1,19,1147,5,0,2,0
76,402,15,71,4,12,0
1,21,791,13,0,7,0
1,51,2899,32,0,9,0
5,258,15,126,15,14,3
38,252,2053,111,5,12,3
27,342,15,191,0,12,3
9,216,15,89,0,10,0
4,29,791,11,0,8,0
4,85,15,35,0,9,0
27,335,791,56,1,8,0
69,554,753,217,10,10,8
1,9,575,13,0,5,0
1,14,2899,15,0,6,0
4,26,791,22,0,5,0
13,79,791,15,0,6,0
30,171,791,30,0,8,0
1,1,791,2,0,2,0
1,24,791,10,0,5,0
1,64,1733,17,2,7,0
1,19,2899,3,0,2,0
1,21,2899,4,0,2,0
1,35,1733,11,0,6,0
1,29,1733,21,2,8,0
1,31,2899,5,0,2,0
1,43,2899,3,0,2,0
23,167,1733,15,2,7,0
4,201,1733,24,2,7,0
2,51,1733,28,2,9,0
2,29,831,27,2,10,1
1,8,1733,9,0,7,0
1,7,1733,9,0,7,0
1,57,288,18,0,7,0
47,224,288,99,2,11,0
10,251,1733,47,2,10,0
1,136,1733,25,2,10,0
2,28,1733,10,0,6,0
1,47,1147,13,0,7,0
1,1,2899,1,0,1,0
1,32,288,14,0,7,0
1,21,2899,4,0,2,0
2,121,1733,38,2,9,0
6,208,15,18,0,9,0
1,37,1733,16,2,7,0
2,55,1733,30,2,9,0
2,60,1733,35,2,9,0
1,48,288,12,0,5,0
1,20,288,13,0,6,0
19,93,288,19,0,6,0
1,21,753,4,0,3,0
12,54,288,28,0,9,0
1,4,1118,1,0,1,0
1,19,288,12,0,8,0
1,8,575,6,0,4,0
17,198,791,64,1,10,0
1,4,1118,1,0,1,0
1,62,288,14,0,6,0
1,1,288,5,0,4,0
16,80,288,20,0,8,0
1,41,288,18,0,6,0
1,23,2899,1,0,1,0
5,84,288,22,0,8,0
16,130,288,16,0,8,0
2,15,288,6,0,5,0
22,165,1733,44,0,8,0
1,45,1733,9,0,4,0
4,59,1733,7,0,4,0
1,53,1733,9,0,4,0
5,68,1733,15,0,8,0
56,507,2053,141,9,11,2
1,50,831,16,0,5,0
4,33,831,12,0,6,0
2,16,831,7,0,4,0
12,72,1733,29,0,7,0
8,96,1733,17,0,6,0
36,236,288,14,0,7,1
2,25,1733,7,0,5,0
7,53,791,11,0,6,1
147,1078,1147,239,40,18,35
1,6,575,9,0,4,0
2,34,831,21,0,6,3
1,7,15,19,0,9,2
1,70,1733,7,0,5,0
34,340,1147,189,7,13,5
1,90,753,15,1,4,0
3,52,791,16,0,5,0
1,17,2899,8,0,4,0
1,10,15,24,0,9,2
1,11,753,12,0,6,0
1,41,753,5,0,4,0
3,44,1733,9,0,4,0
1,6,753,3,0,3,0
3,271,2899,50,4,7,0
10,25,575,2,0,2,0
148,916,2899,569,46,17,10
3,26,831,31,0,6,0
23,111,831,23,0,6,0
3,44,1733,8,0,4,0
38,269,2899,138,8,14,0
3,33,831,10,0,4,0
1,1,831,5,0,2,0
3,46,831,91,9,10,5
3,36,831,23,0,6,3
9,57,831,11,0,5,2
1,66,1147,161,11,11,14
1,134,831,42,0,8,0
1,7,831,15,0,5,0
1,11,831,15,0,5,0
1,6,831,12,0,5,0
1,11,831,15,0,5,0
1,8,831,13,0,5,0
1,6,831,12,0,5,0
1,11,831,21,0,6,0
1,8,831,11,0,5,0
3,23,831,14,0,5,0
1,7,1733,8,0,4,0
1,9,831,17,0,5,0
1,8,831,16,0,6,0
2,48,831,22,0,5,0
1,8,831,12,0,5,0
1,11,831,13,0,5,0
1,8,831,13,0,5,0
1,16,831,20,0,5,0
1,2,831,9,0,5,0
1,6,1733,8,0,4,0
1,9,831,15,0,5,0
1,8,831,12,0,5,0
1,15,831,20,0,5,0
1,13,831,14,0,5,0
1,12,831,11,0,5,0
1,8,1733,7,0,4,0
1,11,831,14,0,6,0
1,9,753,17,0,5,0
1,5,1733,13,0,8,0
1,28,288,49,0,11,0
1,3,1733,10,0,7,0
1,14,1733,18,0,9,0
1,4,15,10,0,5,0
1,6,575,13,0,5,0
1,15,831,38,0,8,1
1,9,1733,10,0,5,0
1,1,2899,1,0,1,0
28,154,831,24,0,8,0
24,184,1147,22,4,8,0
1,233,1147,14,1,6,0
1,55,1147,6,0,5,0
1,35,1147,6,0,5,3
9,77,1147,17,4,7,0
4,47,1147,11,0,6,0
1,185,1147,18,2,6,0
26,213,1147,20,0,8,0
4,54,1147,6,0,5,0
34,274,1147,48,4,10,3
6,51,1147,10,4,6,0
14,206,1147,14,4,5,0
1,1,1147,3,0,3,0
19,127,15,15,0,7,2
12,69,15,37,0,9,0
15,130,2899,62,2,13,2
1,17,15,12,0,6,0
1,19,15,27,6,10,0
16,142,15,46,0,14,0
23,126,2899,46,5,12,2
2,34,2899,10,0,4,1
1,16,791,67,1,9,0
1,5,575,9,0,5,0
1,18,1733,121,6,8,2
4,57,15,25,1,8,0
1,25,2053,11,0,3,0
1,65,15,18,0,7,0
8,280,15,20,4,7,0
3,13,15,9,0,5,0
1,10,15,9,0,5,1
1,54,15,57,0,10,3
38,241,15,82,3,15,2
1,6,1733,8,1,5,0
16,197,15,124,0,11,3
1,15,15,29,0,8,0
1,15,15,27,0,8,0
3,14,15,9,0,5,0
1,1,15,6,0,4,0
15,120,15,139,0,11,1
1,8,15,13,0,6,0
17,99,15,79,1,12,0
1,4,2899,8,0,3,0
23,128,15,37,0,11,1
1,25,1733,10,0,4,0
12,59,15,17,0,9,0
1,10,753,5,0,3,0
29,161,15,67,5,12,1
1,8,1733,8,1,5,0
16,118,15,43,0,9,2
12,96,15,34,0,9,2
1,5,753,4,0,3,0
1,5,2899,5,0,2,0
1,6,791,11,0,6,0
1,5,1733,12,0,4,0
18,172,15,49,0,12,0
66,456,15,84,4,14,2
6,86,15,12,0,7,2
53,260,15,18,0,8,8
22,145,15,89,1,13,0
5,45,15,18,2,8,0
1,71,831,10,0,5,0
2,70,831,10,0,5,0
28,200,2053,29,2,5,0
1,1,831,3,0,3,0
3,23,15,6,2,5,0
1,11,791,10,0,3,0
1,44,288,14,0,5,1
1,4,831,8,0,4,0
2,18,831,6,0,5,0
18,135,831,35,0,8,0
1,1,831,3,0,3,0
2,28,831,13,0,5,0
6,55,791,27,0,7,0
1,21,831,8,0,5,0
25,195,791,46,0,9,0
6,92,831,29,0,7,0
7,28,288,17,0,8,0
2,60,831,24,2,6,0
1,8,1733,16,0,3,0
1,1,2899,1,0,1,0
15,161,288,15,1,5,3
1,9,288,9,0,6,0
32,162,288,42,3,12,0
1,6,2899,14,0,7,0
10,88,288,33,1,9,0
76,702,288,129,11,16,10
1,7,288,8,0,6,0
1,15,2899,1,1,1,0
39,273,288,56,1,14,0
3,48,288,34,0,9,0
6,81,288,65,0,10,0
2,20,288,9,1,6,0
3,42,288,28,0,8,0
2,47,288,58,0,10,0
3,42,288,21,0,9,0
5,81,288,49,0,10,0
3,46,288,42,0,9,0
5,48,288,19,0,9,0
2,67,288,67,0,10,0
1,23,288,34,0,9,0
1,45,288,41,0,9,0
4,89,288,97,0,10,0
1,1,288,4,0,4,0
2,28,288,40,0,9,0
1,38,288,29,0,8,0
4,68,288,76,0,10,0
1,20,288,25,0,9,0
125,631,831,170,16,10,6
1,252,288,24,3,6,0
1,46,288,15,0,7,0
1,37,288,13,0,7,3
3,30,288,11,1,6,0
11,91,288,58,1,10,0
5,92,288,64,1,9,0
1,168,288,30,0,7,0
4,61,288,17,1,8,0
16,227,15,203,4,12,3
32,205,15,59,0,10,0
6,32,288,15,0,8,0
1,33,288,31,0,9,0
2,63,288,59,0,10,0
1,20,288,27,0,9,0
7,76,288,11,2,6,0
1,6,15,15,0,7,0
1,1,1733,7,0,5,0
1,7,15,13,0,7,0
3,27,15,14,0,7,0
8,154,15,27,0,7,0
24,215,15,33,0,8,0
1,5,15,14,0,7,0
1,7,15,13,0,7,0
8,76,831,11,0,6,0
1,7,2899,2,0,1,0
1,8,2899,2,0,1,0
1,11,2899,2,0,1,0
1,1,2899,1,0,1,0
1,7,831,12,0,6,0
1,15,753,8,0,3,0
2,53,1733,12,0,6,0
13,88,15,48,2,11,0
1,26,2899,3,0,1,0
10,40,288,9,0,5,0
1,7,288,16,0,7,0
1,3,791,10,0,6,0
1,4,2053,11,0,5,0
1,4,288,8,0,6,0
1,4,288,9,0,7,0
1,5,288,8,0,6,0
10,64,288,12,0,6,0
1,4,288,7,0,5,0
1,4,288,13,0,6,0
1,9,791,8,0,5,2
1,17,288,27,0,8,3
1,4,288,8,0,6,0
1,33,288,67,0,10,0
1,5,288,6,2,3,0
1,4,288,11,0,5,0
1,5,791,7,0,3,0
3,97,288,47,0,8,0
1,7,288,24,0,8,0
1,13,288,11,0,6,0
1,6,2053,14,0,7,0
1,11,288,8,0,5,0
1,8,288,26,0,8,0
1,5,753,3,0,3,0
1,41,288,68,0,9,0
1,3,288,6,0,3,0
1,5,831,5,0,3,0
1,6,288,9,0,6,0
17,224,288,103,0,11,2
3,38,288,23,0,7,0
1,5,2899,6,0,4,0
1,27,1147,78,0,10,0
1,1,2899,1,0,1,0
1,4,2899,5,0,3,0
1,27,288,8,0,6,0
1,25,288,8,0,6,0
1,4,288,10,0,7,0
1,14,791,27,1,8,0
1,3,2053,7,0,3,0
1,6,791,19,0,6,0
1,5,791,9,0,7,0
1,5,753,7,0,5,0
1,4,288,7,0,6,0
7,54,288,12,0,7,0
1,3,288,8,0,6,0
1,4,288,8,0,6,0
1,4,288,6,2,3,0
1,7,791,23,2,7,0
1,3,288,7,0,4,0
1,5,288,8,0,5,0
1,5,575,3,0,3,0
1,7,288,10,0,5,0
1,5,753,3,0,2,0
1,1,791,2,0,2,0
1,8,753,4,0,2,0
1,1,831,3,0,3,0
1,63,2053,39,0,10,0
3,30,2053,11,0,6,0
1,53,2053,25,0,9,0
5,46,831,19,0,7,0
1,28,831,3,0,3,0
7,82,2053,10,0,5,0
6,120,2053,91,0,10,1
1,20,831,3,0,3,0
1,1,2899,1,0,1,0
1,4,2899,7,0,3,0
1,4,288,14,0,7,0
1,14,288,19,0,8,0
1,10,288,33,0,10,0
1,15,1733,12,0,5,0
1,6,288,26,0,8,0
1,9,1733,7,0,5,0
7,87,288,20,0,8,1
108,500,2899,40,5,12,0
49,265,15,17,0,9,0
7,59,15,16,0,9,0
1,55,15,11,1,7,0
6,32,15,24,0,11,0
141,925,288,6,0,5,0
1,4,288,9,0,7,0
1,6,831,4,2,2,0
12,83,15,32,0,10,0
9,79,2899,12,2,5,0
1,54,791,3,0,1,0
19,229,15,40,0,10,0
1,4,2053,9,0,3,0
1,4,831,1,0,1,0
1,10,1733,2,0,2,0
3,36,1118,5,0,1,0
1,1,15,11,0,7,0
1,3,1118,1,0,1,0
8,114,15,22,1,9,0
3,18,15,13,0,7,0
9,123,15,27,1,9,0
39,226,831,62,2,9,0
66,474,15,19,1,9,0
6,62,288,9,0,5,0
8,60,288,14,1,6,4
4,34,15,24,0,9,0
2,19,15,21,0,8,0
5,52,15,16,0,8,0
5,29,15,27,4,9,0
10,95,753,25,0,10,0
1,1,2899,2,0,2,0
1,3,2899,4,0,4,0
1,7,2899,11,0,5,0
1,40,2899,4,0,4,0
1,4,2899,6,0,4,0
1,10,2899,16,0,6,2
1,38,288,18,0,8,0
7,47,288,21,0,8,0
2,58,288,37,0,8,0
4,80,288,35,0,8,0
1,1,288,4,0,4,0
1,36,288,15,0,8,0
9,99,288,15,0,8,0
1,56,288,17,0,8,0
1,32,288,30,0,7,0
5,75,791,39,0,8,0
3,66,791,19,0,7,0
1,22,288,17,0,8,0
3,52,791,12,1,7,0
1,1,791,2,0,2,0
4,47,15,15,0,5,0
4,24,2899,1,0,1,0
6,42,15,19,0,8,0
1,11,2899,1,0,1,0
6,50,15,20,0,8,0
1,14,2053,5,0,2,0
8,49,15,15,0,5,0
3,22,2053,5,0,2,0
9,58,15,27,0,10,0
3,36,15,16,0,8,0
4,32,15,12,0,7,0
19,88,15,24,0,10,0
6,32,15,16,0,8,0
9,102,15,25,0,11,0
1,1,15,8,0,4,0
1,13,15,13,0,5,0
9,90,15,11,0,4,0
6,45,1733,4,0,4,0
26,138,15,26,0,10,0
3,27,15,15,0,5,0
4,25,15,13,0,7,0
4,27,15,20,0,8,0
1,22,2053,9,0,6,0
2,78,15,22,0,10,0
1,15,15,17,0,8,0
4,39,15,12,0,7,0
4,32,575,4,0,4,0
8,55,15,17,0,7,0
1,17,15,19,0,10,0
1,13,15,12,0,7,0
5,94,15,27,0,11,0
1,13,2899,1,0,1,0
5,22,15,15,0,5,0
2,20,2053,5,0,2,0
10,50,15,27,0,11,0
5,22,15,15,0,5,0
2,20,2899,1,0,1,0
12,69,288,33,0,11,0
37,122,15,22,0,8,0
2,20,2053,5,0,2,0
11,90,15,33,4,14,0
1,1,15,8,0,4,0
4,60,15,22,0,8,0
3,53,1147,15,0,8,0
4,98,15,26,0,10,4
1,39,1147,15,0,8,0
1,24,1147,17,0,9,0
3,57,1147,15,0,8,0
3,58,1147,16,0,8,0
1,24,1147,14,0,8,0
1,45,1147,16,0,9,0
1,39,1147,15,0,8,0
3,57,1147,21,0,9,0
1,24,1147,14,0,8,0
1,34,1147,12,0,7,0
1,33,1147,12,0,7,0
1,37,1147,16,0,8,0
1,43,1147,18,0,8,0
1,37,1147,15,0,8,0
1,43,1147,16,0,8,0
1,41,1147,16,0,8,0
1,1,1147,3,0,3,0
1,37,1147,16,0,8,0
1,30,1147,18,0,9,0
1,30,1147,18,0,9,0
1,29,1147,19,0,9,0
1,30,1147,18,0,9,0
1,30,1147,18,0,9,0
1,29,1147,19,0,9,0
2,40,1147,13,0,7,0
3,50,1147,14,0,7,0
22,138,1147,47,0,10,0
1,41,1147,11,0,7,0
1,45,1147,12,0,7,0
3,111,1147,32,0,7,0
1,56,1147,19,0,7,0
2,30,1147,9,0,7,0
4,54,1147,20,0,7,0
1,50,1147,11,0,7,0
1,64,1147,21,0,7,0
1,47,1147,11,0,7,0
1,1,1147,3,0,3,0
1,1,1147,3,0,3,0
12,80,1147,27,0,7,0
1,18,1147,17,0,7,0
2,30,1147,9,0,7,0
4,54,1147,20,0,7,0
13,129,1147,21,0,8,0
2,52,1147,11,0,7,0
1,56,1147,11,0,7,0
1,44,1147,17,0,8,0
1,49,1147,11,0,7,0
2,48,1147,11,0,7,0
2,56,1147,10,0,7,0
4,82,1147,14,0,7,0
1,47,1147,10,0,7,0
1,57,1147,11,0,7,0
1,40,1147,10,0,7,0
2,55,1147,16,0,7,0
1,1,1147,3,0,3,0
1,23,1147,10,0,7,0
5,55,1147,14,0,8,0
6,38,1147,10,0,7,0
14,76,2053,20,0,9,0
2,171,8,11,0,8,0
9,107,288,60,0,10,0
2,31,8,7,0,5,0
1,1,8,4,0,4,0
14,76,2053,10,0,5,0
2,174,8,4,0,4,0
9,111,288,18,0,7,0
1,1,8,4,0,4,0
3,32,429,3,0,3,0
7,48,8,21,0,10,0
4,55,8,13,0,8,0
3,77,8,44,0,9,0
17,144,8,43,0,9,0
1,7,8,14,0,7,0
1,1,8,4,0,4,0
5,64,8,38,3,10,0
1,38,8,22,0,9,0
1,1,8,4,0,4,0
3,96,831,20,0,7,0
14,98,831,26,0,9,0
10,50,831,19,0,7,0
4,43,831,23,0,7,0
15,80,791,20,0,8,0
6,67,2899,32,0,7,3
4,121,1147,38,4,9,3
5,89,831,32,0,7,3
1,13,1733,14,0,6,2
55,350,831,28,0,9,2
1,13,1733,78,0,8,0
18,230,831,34,0,6,4
1,17,1733,49,0,8,2
5,61,831,44,0,8,0
23,267,831,63,0,9,4
1,5,1733,13,0,7,0
1,75,1733,30,0,8,2
6,50,831,25,0,7,0
1,1,831,3,0,3,0
1,1,831,3,0,3,0
15,158,831,32,4,7,0
15,80,831,23,0,9,0
5,130,831,37,0,8,0
11,151,791,81,0,9,0
5,33,831,14,0,6,0
4,93,288,20,1,8,0
1,46,288,19,0,9,0
1,1,288,4,0,4,0
1,67,288,9,0,4,2
2,75,288,40,0,10,0
1,43,831,6,0,5,0
9,88,1733,22,0,8,0
2,35,1733,11,0,6,0
4,51,831,2,0,2,0
1,59,288,21,0,8,0
4,54,288,20,0,10,0
2,42,831,9,0,6,0
1,11,575,7,0,4,0
1,20,1733,14,0,6,0
1,36,831,10,0,6,0
17,136,831,20,3,6,0
3,50,1733,10,0,6,0
10,80,831,13,0,7,0
4,41,831,9,0,6,0
3,46,831,3,0,3,0
8,97,831,16,3,6,0
1,32,1733,10,0,6,0
1,28,791,9,0,6,0
1,56,288,18,0,8,0
1,28,831,6,0,5,0
3,52,1733,15,3,6,0
1,38,1733,15,0,6,0
3,84,15,15,0,6,3
12,106,2899,35,1,6,0
41,213,288,37,0,9,0
7,69,15,48,5,9,0
9,71,2899,7,0,3,0
1,56,2899,23,1,5,0
3,76,2899,17,4,4,0
1,51,2899,15,0,5,0
1,60,2899,14,0,4,0
3,65,2899,15,0,4,0
1,64,288,26,1,6,0
3,62,2899,18,0,4,0
1,65,288,28,1,6,0
4,73,2899,26,1,5,0
1,64,2899,23,1,5,0
8,104,288,8,0,7,0
4,76,288,13,0,6,0
1,49,2899,11,0,4,0
7,81,2899,18,0,4,0
1,62,2899,15,0,4,0
2,73,2053,20,1,6,3
1,46,2899,14,0,4,0
2,60,2899,22,0,5,0
1,47,288,16,0,5,0
3,67,2899,26,1,5,0
1,23,288,9,0,5,0
2,94,288,31,1,8,3
1,23,288,9,0,5,0
1,33,1733,12,0,3,0
1,31,288,11,0,6,0
1,67,288,16,0,5,0
2,67,2899,17,4,4,0
2,77,288,30,1,8,3
1,40,288,12,0,5,0
1,23,288,9,0,5,0
1,23,288,9,0,5,0
2,57,2899,19,0,4,0
1,30,1733,5,0,3,0
1,36,288,9,0,5,0
1,68,288,26,1,6,0
1,47,288,18,1,5,0
2,60,2899,21,1,4,0
1,47,1147,34,2,7,0
3,36,2899,7,0,3,0
4,36,831,7,0,5,0
41,259,15,14,0,6,5
3,27,831,7,0,5,0
1,1,831,7,0,5,0
